"https://www.artic.edu/iiif/2/a28e4e8f-f072-092a-52f9-b165c97c7a0a/full/600,/0/default.jpg",Title,Year,Title_URL,Image,Artist,Decade
232,"Cigarette No. 17, New York, 1972, printed December 1974",1972,https://www.artic.edu/artworks/157089/cigarette-no-17-new-york,"https://www.artic.edu/iiif/2/2aca812b-e62f-2b00-2fb8-b05fc968179a/full/600,/0/default.jpg",Irving Penn,1970
233,"Stunt Rider, 1951",1951,https://www.artic.edu/artworks/3258/stunt-rider,"https://www.artic.edu/iiif/2/aa15ed0a-3c46-f0ae-ef87-ab608274785a/full/600,/0/default.jpg",Marino Marini,1950
234,"A Mansion at Prairie Avenue, around 1955",1955,https://www.artic.edu/artworks/180581/a-mansion-at-prairie-avenue,"https://www.artic.edu/iiif/2/c8927012-69bc-abf7-6abc-7a5bbb69dc0c/full/600,/0/default.jpg",Irene Clark,1950
235,"20 Years of Solitude, 1993",1972,https://www.artic.edu/artworks/158891/20-years-of-solitude,"https://www.artic.edu/iiif/2/211ad926-a23c-4041-2e5a-375069c5540c/full/600,/0/default.jpg",Anselm Kiefer,1990
236,"Big Electric Chair, 1967–68",1972,https://www.artic.edu/artworks/229360/big-electric-chair,"https://www.artic.edu/iiif/2/11e2413f-3e17-8c43-7e1b-b2e51ba81a04/full/600,/0/default.jpg",Andy Warhol,1960
237,"Man of Sorrows, 1950",1950,https://www.artic.edu/artworks/75101/man-of-sorrows,"https://www.artic.edu/iiif/2/6c5ce30c-3686-a572-bb6b-5fdd3451308c/full/600,/0/default.jpg",Marion Perkins,1950
238,"No. I.Z, 1960",1960,https://www.artic.edu/artworks/149784/no-i-z,"https://www.artic.edu/iiif/2/de5fffbf-8f53-43e5-cd53-ab4b7b0c70de/full/600,/0/default.jpg",Yayoi Kusama,1960
239,"Primeval, 1962",1962,https://www.artic.edu/artworks/15154/primeval,"https://www.artic.edu/iiif/2/52831d31-b122-6bf7-3d41-8347ab962d6c/full/600,/0/default.jpg",Adolph Gottlieb,1960
240,"Frozen Foods with String Beans, New York, 1977, printed 1993",1972,https://www.artic.edu/artworks/144762/frozen-foods-with-string-beans-new-york,"https://www.artic.edu/iiif/2/082ee234-0e77-3dd3-2686-f1a3809e0305/full/600,/0/default.jpg",Irving Penn,1970
241,"Birthday Party, 1957",1957,https://www.artic.edu/artworks/117298/birthday-party,"https://www.artic.edu/iiif/2/29ee8eda-3172-f02b-c9fa-be08510e5e85/full/600,/0/default.jpg",Margaret Burroughs,1950
242,"Baal and Astarte, 1952",1952,https://www.artic.edu/artworks/2888/baal-and-astarte,"https://www.artic.edu/iiif/2/8d0a59f7-6a5b-79f1-ca44-961dcf2abe2d/full/600,/0/default.jpg",Kurt Seligmann,1950
243,"Toy, 1961",1961,https://www.artic.edu/artworks/32587/toy,"https://www.artic.edu/iiif/2/1f3811eb-2b6a-1a7e-3404-0c19b76e5df1/full/600,/0/default.jpg",John Angus Chamberlain,1960
244,"Desert Fire #153 (Man with Rifle), from the series, “Desert Cantos IV: The Fires” (1983-85), 1984, printed 2006",1972,https://www.artic.edu/artworks/191456/desert-fire-153-man-with-rifle-from-the-series-desert-cantos-iv-the-fires-1983-85,"https://www.artic.edu/iiif/2/7afc9ad4-2666-a67b-aef8-5677edd03840/full/600,/0/default.jpg",Richard Misrach,1980
245,"Little Tits, c. 1967–68",1972,https://www.artic.edu/artworks/29064/little-tits,"https://www.artic.edu/iiif/2/b4266291-92cf-fcd5-e4ee-5a8ed259e8a2/full/600,/0/default.jpg",Jim Nutt,1960
246,"Marilyn Monroe (Marilyn), 1967",1967,https://www.artic.edu/artworks/150046/marilyn-monroe-marilyn,"https://www.artic.edu/iiif/2/8db5d87e-e336-3a6a-2c02-ab9c327450f3/full/600,/0/default.jpg",Andy Warhol,1960
247,"Painter, 1962",1962,https://www.artic.edu/artworks/20678/painter,"https://www.artic.edu/iiif/2/703bd6f7-6005-5a90-7487-d16eec2fe042/full/600,/0/default.jpg",Paul Wunderlich,1960
248,"Old Saloon in Silverton, Colorado, July 1955",1955,https://www.artic.edu/artworks/5214/old-saloon-in-silverton-colorado,"https://www.artic.edu/iiif/2/6bda9ee1-3fc5-26dc-e1b9-be6bd1f71ecf/full/600,/0/default.jpg",Todd Webb,1950
249,"“A” and the Carpenter I, 1973",1973,https://www.artic.edu/artworks/45860/a-and-the-carpenter-i,"https://www.artic.edu/iiif/2/ab8276f3-b112-6f17-b15a-b1200db5d434/full/600,/0/default.jpg",Sam Gilliam,1970
250,"Untitled (The Rookery, staircase), 1950/72, printed 1973",1972,https://www.artic.edu/artworks/141975/untitled-the-rookery-staircase,"https://www.artic.edu/iiif/2/3b24df2c-3625-3f9d-0341-cc594b0de7e6/full/600,/0/default.jpg",Richard Nickel,1950
251,"Caroline, 1962",1962,https://www.artic.edu/artworks/22242/caroline,"https://www.artic.edu/iiif/2/5451f8c7-184e-6cec-106a-6c952001c375/full/600,/0/default.jpg",Alberto Giacometti,1960
252,"Dovecote (Colombier), 1950",1950,https://www.artic.edu/artworks/99768/dovecote-colombier,"https://www.artic.edu/iiif/2/d481d7e8-7630-0c62-e4b4-5e600ecc9023/full/600,/0/default.jpg",Joseph Cornell,1950
253,"Diego Seated in the Studio, 1950",1950,https://www.artic.edu/artworks/153700/diego-seated-in-the-studio,"https://www.artic.edu/iiif/2/487e7faf-925f-3c93-7dec-be64a7e3b3aa/full/600,/0/default.jpg",Alberto Giacometti,1950
254,"Flying Dragon (intermediate maquette), 1975",1975,https://www.artic.edu/artworks/73654/flying-dragon-intermediate-maquette,"https://www.artic.edu/iiif/2/cdb91a2f-dbce-0970-17eb-b79d3381bb50/full/600,/0/default.jpg",Alexander Calder,1970
255,"Black Rock with Blue Sky and White Clouds, 1972",1972,https://www.artic.edu/artworks/70037/black-rock-with-blue-sky-and-white-clouds,"https://www.artic.edu/iiif/2/544501c8-c144-000b-7165-f7a0b15b899d/full/600,/0/default.jpg",Georgia O’Keeffe,1970
256,"Museum Highlights: A Gallery Talk, 1989",1989,https://www.artic.edu/artworks/193356/museum-highlights-a-gallery-talk,"https://www.artic.edu/iiif/2/9f778df1-13b3-c4f1-4db6-4fe634f5985b/full/600,/0/default.jpg",Andrea Fraser,1980
257,"Underfoot XXX, New York, August/September 2000, printed November 21, 2000",1972,https://www.artic.edu/artworks/210552/underfoot-xxx-new-york,"https://www.artic.edu/iiif/2/01d6f4ac-02ca-3cd6-ac55-1d73148cd571/full/600,/0/default.jpg",Irving Penn,2000
258,"Leggy Nude, New York, 1993, printed March/May 1994",1972,https://www.artic.edu/artworks/144892/leggy-nude-new-york,"https://www.artic.edu/iiif/2/6b8a14c4-4878-b405-b37d-fd43cb388712/full/600,/0/default.jpg",Irving Penn,1990
259,"Dark Star, 2003",2003,https://www.artic.edu/artworks/182391/dark-star,"https://www.artic.edu/iiif/2/8d893d4e-9d9e-442d-3f9e-bb865c29a861/full/600,/0/default.jpg",Glenn Brown,2000
260,"Stamford after Brunch, 2000",2000,https://www.artic.edu/artworks/229378/stamford-after-brunch,"https://www.artic.edu/iiif/2/82087976-fbb8-4315-3070-1aa7660ceb39/full/600,/0/default.jpg",John Currin,2000
261,"Woman III, 1982",1982,https://www.artic.edu/artworks/229364/woman-iii,"https://www.artic.edu/iiif/2/e7131cb7-0d1d-090f-fb85-b4cf0f5166b2/full/600,/0/default.jpg",Roy Lichtenstein,1980
262,"Third Doll, 1960",1960,https://www.artic.edu/artworks/11938/third-doll,"https://www.artic.edu/iiif/2/40ae4325-1c1e-c5f3-64bc-3a4bf6e20c65/full/600,/0/default.jpg",Ellen Lanyon,1960
263,"Hatra I, 1967",1967,https://www.artic.edu/artworks/34852/hatra-i,"https://www.artic.edu/iiif/2/5c37c31b-e14e-12db-710c-d6b1ce3c9106/full/600,/0/default.jpg",Frank Stella,1960
264,"Ways of Worldly Wisdom: Hermann’s Battle, 1980",1980,https://www.artic.edu/artworks/106542/ways-of-worldly-wisdom-hermann-s-battle,"https://www.artic.edu/iiif/2/b47bc063-49da-4542-dd68-85d18f494506/full/600,/0/default.jpg",Anselm Kiefer,1980
265,"Untitled, 1968",1968,https://www.artic.edu/artworks/220158/untitled,"https://www.artic.edu/iiif/2/5d202fb8-0167-a998-6abc-3804dece25ce/full/600,/0/default.jpg",Donald Judd,1960
266,"Standard Station, 1966",1966,https://www.artic.edu/artworks/118130/standard-station,"https://www.artic.edu/iiif/2/d5407909-3a1d-f058-df14-83db16023d82/full/600,/0/default.jpg",Ed Ruscha,1960
267,"Untitled (girlfriend), 2000",2000,https://www.artic.edu/artworks/229385/untitled-girlfriend,"https://www.artic.edu/iiif/2/05af38ca-e508-f35c-3044-b55ec535e898/full/600,/0/default.jpg",Richard Prince,2000
268,"Untitled, September 27, 1981",1981,https://www.artic.edu/artworks/146886/untitled,"https://www.artic.edu/iiif/2/f8f58142-0be4-d504-b309-61ed72bc547c/full/600,/0/default.jpg",Keith Haring,1980
269,"Mother and Child, 1963",1963,https://www.artic.edu/artworks/19340/mother-and-child,"https://www.artic.edu/iiif/2/72683143-eff6-04a1-676c-820fa5269dcf/full/600,/0/default.jpg",Rudy Pozzatti,1960
270,"Portrait of Eakins, 1960",1960,https://www.artic.edu/artworks/18716/portrait-of-eakins,"https://www.artic.edu/iiif/2/e04d749c-ce70-9b99-05cf-c2b4500cb489/full/600,/0/default.jpg",Leonard Baskin,1960
271,"Miko No Inori, 1996",1996,https://www.artic.edu/artworks/184189/miko-no-inori,"https://www.artic.edu/iiif/2/99c77427-0636-8dde-de21-7185120f9f61/full/600,/0/default.jpg",Mariko Mori,1990
272,"Sunday Morning, Mayflower Hotel, N.Y., November 28, 1983",1983,https://www.artic.edu/artworks/100864/sunday-morning-mayflower-hotel-n-y,"https://www.artic.edu/iiif/2/c04a376f-23fc-65da-bc10-6af4b77f120a/full/600,/0/default.jpg",David Hockney,1980
273,"Black and Tanned Your Whipped Wind of Change Howled Low Blowing Itself - Ha - Smack into the Middle of Duke Ellington’s Orchestra Billie Heard It Too & Cried Strange Fruit Tears, 1995",1995,https://www.artic.edu/artworks/145316/black-and-tanned-your-whipped-wind-of-change-howled-low-blowing-itself-ha-smack-into-the-middle-of-duke-ellington-s-orchestra-billie-heard-it-too-cried-strange-fruit-tears,"https://www.artic.edu/iiif/2/2fc76497-4b28-a066-529d-6f2526ae8462/full/600,/0/default.jpg",Carrie Mae Weems,1990
274,"Pat Hearn, 1985",1985,https://www.artic.edu/artworks/230609/pat-hearn,"https://www.artic.edu/iiif/2/ee39666b-372d-ddbf-6200-b25f7d6ec472/full/600,/0/default.jpg",Andy Warhol,1980
275,"Café Express, 1975",1975,https://www.artic.edu/artworks/110968/cafe-express,"https://www.artic.edu/iiif/2/a65a99ee-3114-9390-6513-cd9554a9d29b/full/600,/0/default.jpg",Richard Estes,1970
276,"Icing, 1996",1996,https://www.artic.edu/artworks/184185/icing,"https://www.artic.edu/iiif/2/0d194821-0e32-76a9-8717-2aa75b756e79/full/600,/0/default.jpg",Jeanne Dunning,1990
277,"Ice (4), 1989",1989,https://www.artic.edu/artworks/146997/ice-4,"https://www.artic.edu/iiif/2/1cd7aea0-f7a7-b566-52c9-0407bf5c442e/full/600,/0/default.jpg",Gerhard Richter,1980
278,"for everyone a garden VII, from the series “for everyone a garden”, 2013",2013,https://www.artic.edu/artworks/220599/for-everyone-a-garden-vii-from-the-series-for-everyone-a-garden,"https://www.artic.edu/iiif/2/620c5e0f-a46d-5fd5-0bd5-369851371cc9/full/600,/0/default.jpg",David Hartt,2010
279,"Talo/The House, 2002",2002,https://www.artic.edu/artworks/184113/talo-the-house,"https://www.artic.edu/iiif/2/ec44de09-5336-f401-2cd8-bfe47ff83e59/full/600,/0/default.jpg",Eija-Liisa Ahtila,2000
280,"America Dawn, 1959/67",1972,https://www.artic.edu/artworks/27614/america-dawn,"https://www.artic.edu/iiif/2/ae5253af-3429-8cf3-0b54-7ac72a186747/full/600,/0/default.jpg",Louise Nevelson,1950
281,"Exterior, 1963",1963,https://www.artic.edu/artworks/20442/exterior,"https://www.artic.edu/iiif/2/f4478675-8031-ed31-f0c6-e63ede3fc1bc/full/600,/0/default.jpg",Robert Barnes,1960
282,"Shanghai, 2000",2000,https://www.artic.edu/artworks/157154/shanghai,"https://www.artic.edu/iiif/2/00c608ce-91b0-e893-8ee1-3d6fc7d806c6/full/600,/0/default.jpg",Andreas Gursky,2000
283,"Large Interior Form, 1953/54",1972,https://www.artic.edu/artworks/100228/large-interior-form,"https://www.artic.edu/iiif/2/e4734989-93c7-cf42-01d1-9220030263e4/full/600,/0/default.jpg",Henry Moore,1950
284,"Exodus, 1992/97",1972,https://www.artic.edu/artworks/184204/%E7%A1%85%E6%91%AF%E7%8D%B5,"https://www.artic.edu/iiif/2/477fc95f-e4c5-dbcf-cf7a-2eb325c64d75/full/600,/0/default.jpg",Steve McQueen,1990
285,"City, 1968",1968,https://www.artic.edu/artworks/32349/city,"https://www.artic.edu/iiif/2/a8fe598b-a83b-1cd4-e4fb-ffc63599f249/full/600,/0/default.jpg",Ed Ruscha,1960
286,"Three Sketches of a Male Nude, c. 1955",1955,https://www.artic.edu/artworks/12206/three-sketches-of-a-male-nude,"https://www.artic.edu/iiif/2/54183cad-5e27-0b24-ab62-d23633a61edf/full/600,/0/default.jpg",Walter Stein,1950
287,"Der Paukenspieler (The Drummer Boy), 1972",1972,https://www.artic.edu/artworks/39193/der-paukenspieler-the-drummer-boy,"https://www.artic.edu/iiif/2/4198f3e1-b8ca-eda1-50b8-c0f90e20a670/full/600,/0/default.jpg",Paul Klee,1970
288,"Private Affair I, 1986",1986,https://www.artic.edu/artworks/65209/private-affair-i,"https://www.artic.edu/iiif/2/53d721b2-c0c5-d419-f3e6-85a16b603503/full/600,/0/default.jpg",Claire Zeisler,1980
289,"Art Make-Up, 1967/68",1972,https://www.artic.edu/artworks/47147/art-make-up,"https://www.artic.edu/iiif/2/d614d374-c405-35d1-f170-c0e009ca87cf/full/600,/0/default.jpg",Bruce Nauman,1960
290,"Slumber Party, 1983",1983,https://www.artic.edu/artworks/229377/slumber-party,"https://www.artic.edu/iiif/2/b85c78f9-aea3-e406-7131-7e07985a9756/full/600,/0/default.jpg",Eric Fischl,1980
291,"Zebres, 1959",1959,https://www.artic.edu/artworks/59973/zebres,"https://www.artic.edu/iiif/2/06376d47-63de-583c-0c08-ab89345dc126/full/600,/0/default.jpg",Victor de Vasarely,1950
292,"Working Model for UNESCO Reclining Figure, 1957",1957,https://www.artic.edu/artworks/11441/working-model-for-unesco-reclining-figure,"https://www.artic.edu/iiif/2/9aa44c43-a41f-8e97-e44c-949a93f82cb9/full/600,/0/default.jpg",Henry Moore,1950
293,"Detective, 1972–73",1972,https://www.artic.edu/artworks/47129/detective,"https://www.artic.edu/iiif/2/c674a67b-6c66-3c31-771b-b74cc0025128/full/600,/0/default.jpg",Christian Boltanski,1970
294,"Ascending and Descending Hero, 1965",1965,https://www.artic.edu/artworks/28890/ascending-and-descending-hero,"https://www.artic.edu/iiif/2/c44dbabd-ab24-673d-bbf3-60c39451c894/full/600,/0/default.jpg",Bridget Riley,1960
295,"“Untitled” (March 5th) #2, 1991",1972,https://www.artic.edu/artworks/180585/untitled-march-5th-2,"https://www.artic.edu/iiif/2/b9cd665d-52e6-de08-184e-8796444fd04f/full/600,/0/default.jpg",Felix Gonzalez-Torres,1990
296,"Black Number Two, c. 1956",1956,https://www.artic.edu/artworks/2843/black-number-two,"https://www.artic.edu/iiif/2/0cf06adb-83b7-58e2-acfc-7c1bd14aed21/full/600,/0/default.jpg",René Charles Acht,1950
298,"Two Candles (Zwei Kerzen), 1982",1982,https://www.artic.edu/artworks/100227/two-candles-zwei-kerzen,"https://www.artic.edu/iiif/2/de1e2f41-8bbc-4530-7d63-e9cbcae88de7/full/600,/0/default.jpg",Gerhard Richter,1980
299,"Splitting, 1974",1974,https://www.artic.edu/artworks/187171/splitting,"https://www.artic.edu/iiif/2/e6a05a3a-2d49-f365-9a2d-988b138c15df/full/600,/0/default.jpg",Gordon Matta-Clark,1970
300,"Accordion Player, 1953",1953,https://www.artic.edu/artworks/3228/accordion-player,"https://www.artic.edu/iiif/2/b89a8a2b-0b14-33d3-fec3-27e41b5820df/full/600,/0/default.jpg",Fernand Léger,1950
301,"Michigan Avenue with View of the Art Institute, 1984",1984,https://www.artic.edu/artworks/102229/michigan-avenue-with-view-of-the-art-institute,"https://www.artic.edu/iiif/2/52764c48-9195-66d3-4b13-388f5357933f/full/600,/0/default.jpg",Richard Estes,1980
302,"Captain Joseph Medill Patterson, 1962–64",1972,https://www.artic.edu/artworks/93814/captain-joseph-medill-patterson,"https://www.artic.edu/iiif/2/f9bd5533-4c7f-fc2d-0bd2-db8581c4ff52/full/600,/0/default.jpg",Ivan Albright,1960
303,"“Untitled” (Golden), 1995",1995,https://www.artic.edu/artworks/194765/untitled-golden,"https://www.artic.edu/iiif/2/1f9a9e12-de19-35fe-0b31-5f2597afde42/full/600,/0/default.jpg",Felix Gonzalez-Torres,1990
304,"Caliente, 1985",1985,https://www.artic.edu/artworks/105207/caliente,"https://www.artic.edu/iiif/2/72f0d7ee-878d-d9f9-4550-eb4417490e0d/full/600,/0/default.jpg",Ed Paschke,1980
305,"Blue Tilt, 2004",2004,https://www.artic.edu/artworks/190590/blue-tilt,"https://www.artic.edu/iiif/2/6828bf90-8290-313d-0979-e9c3fc59741c/full/600,/0/default.jpg",Jenny Holzer,2000
306,"Alex, 1992",1992,https://www.artic.edu/artworks/147084/alex,"https://www.artic.edu/iiif/2/b5d4df66-5a33-6631-cb30-97f6d08d9ba0/full/600,/0/default.jpg",Chuck Close,1990
307,"Bourgeois Bust- Jeff and Ilona, 1991",1991,https://www.artic.edu/artworks/229373/bourgeois-bust-jeff-and-ilona,"https://www.artic.edu/iiif/2/91feb694-5074-2f64-e16b-e84b9f1989cd/full/600,/0/default.jpg",Jeff Koons,1990
308,"Mom Posing for Me, from the series “Pictures from Home”, 1984",1984,https://www.artic.edu/artworks/185062/mom-posing-for-me-from-the-series-pictures-from-home,"https://www.artic.edu/iiif/2/1ebe779c-d686-52cb-6566-d59a59130831/full/600,/0/default.jpg",Larry Sultan,1980
309,"City of Chicago, 1967",1967,https://www.artic.edu/artworks/31588/city-of-chicago,"https://www.artic.edu/iiif/2/99c5e390-9684-147d-bea6-a153fcce1e82/full/600,/0/default.jpg",Red Grooms,1960
310,"The Canyon, 1962",1962,https://www.artic.edu/artworks/19917/the-canyon,"https://www.artic.edu/iiif/2/0da01796-dcaf-d246-783c-69ec0fdcb3aa/full/600,/0/default.jpg",Frederick O’Hara,1960
311,"Untitled, 1967",1967,https://www.artic.edu/artworks/66741/untitled,"https://www.artic.edu/iiif/2/72f273ad-6e2d-ca5f-f500-ce6084fa9fcb/full/600,/0/default.jpg",Mark Rothko,1960
312,"Truman Capote, New York, 1965, printed 1986",1972,https://www.artic.edu/artworks/144808/truman-capote-new-york,"https://www.artic.edu/iiif/2/b2be42ba-d9a1-027c-a3a6-a7eb3f7f9911/full/600,/0/default.jpg",Irving Penn,1960
313,"Drugs, 1970",1970,https://www.artic.edu/artworks/35448/drugs,"https://www.artic.edu/iiif/2/01d8cabb-2159-b415-03bb-08fa10ab35f3/full/600,/0/default.jpg",Richard Estes,1970
314,"Still Life, 1955",1955,https://www.artic.edu/artworks/157157/still-life,"https://www.artic.edu/iiif/2/5bfc7cef-3c8c-4239-65ac-826c735643f5/full/600,/0/default.jpg",Giorgio Morandi,1950
315,"Dopo la Fine, 2008",2008,https://www.artic.edu/artworks/198558/dopo-la-fine,"https://www.artic.edu/iiif/2/754b8f4c-41c1-2d41-e69a-a6c6c044e379/full/600,/0/default.jpg",Margherita Manzelli,2000
316,"Dovima with Elephants, Evening Dress by Dior, Cirque d’Hiver, Paris, August 1955, printed 1979",1972,https://www.artic.edu/artworks/221681/dovima-with-elephants-evening-dress-by-dior-cirque-d-hiver-paris,"https://www.artic.edu/iiif/2/b7a41ddb-bf31-fea5-0869-911d2d8776c3/full/600,/0/default.jpg",Richard Avedon,1950
317,"Birmingham Race Riot, from X + X (Ten Works by Ten Painters), 1964",1964,https://www.artic.edu/artworks/25699/birmingham-race-riot-from-x-x-ten-works-by-ten-painters,"https://www.artic.edu/iiif/2/5f8a625a-fbaf-7666-a803-2e8061fd188d/full/600,/0/default.jpg",Andy Warhol,1960
318,"Mouth (for L’Oréal), New York, 1986, printed 1992",1972,https://www.artic.edu/artworks/144849/mouth-for-l-oreal-new-york,"https://www.artic.edu/iiif/2/91ed7e1b-4efe-4127-a81a-36cc425edde9/full/600,/0/default.jpg",Irving Penn,1980
319,"Heart of the Matter, 1963",1963,https://www.artic.edu/artworks/229343/heart-of-the-matter,"https://www.artic.edu/iiif/2/e244fda8-c920-78ed-0f98-05c856ff88bc/full/600,/0/default.jpg",Otis Kaye,1960
320,"Variable Piece #70 (In Process): 166A, 1975/76",1972,https://www.artic.edu/artworks/213931/variable-piece-70-in-process-166a,"https://www.artic.edu/iiif/2/acf9ed0c-e303-848e-7d75-fac0f774a7a4/full/600,/0/default.jpg",Douglas Huebler,1970
321,"Jack Walls, 1982",1982,https://www.artic.edu/artworks/121123/jack-walls,"https://www.artic.edu/iiif/2/69071e98-1eed-b50b-5ea3-caa076f4c068/full/600,/0/default.jpg",Robert Mapplethorpe,1980
322,"Irving Penn: In A Cracked Mirror (Self-Portrait) (A), New York, 1986, printed October 1990",1972,https://www.artic.edu/artworks/144817/irving-penn-in-a-cracked-mirror-self-portrait-a-new-york,"https://www.artic.edu/iiif/2/68310179-3770-a1dc-c961-82189eb5b2ba/full/600,/0/default.jpg",Irving Penn,1980
323,"Inland Sea, Japan, 1971",1971,https://www.artic.edu/artworks/50283/inland-sea-japan,"https://www.artic.edu/iiif/2/88b698dc-a1bb-2a92-597f-83a1402da5e1/full/600,/0/default.jpg",David Hockney,1970
324,"Ocean Park #45, 1971",1972,https://www.artic.edu/artworks/39247/ocean-park-45,"https://www.artic.edu/iiif/2/d8ec86ef-8261-e933-857d-b21c7256bac2/full/600,/0/default.jpg",Richard Diebenkorn,1970
325,"Untitled (Soap Bubble Set), c. 1957",1957,https://www.artic.edu/artworks/99769/untitled-soap-bubble-set,"https://www.artic.edu/iiif/2/a48fd2d5-d12c-0df4-88eb-cfcb79402ba9/full/600,/0/default.jpg",Joseph Cornell,1950
326,"100 Boots Cross Herald Square, 1973",1972,https://www.artic.edu/artworks/186608/100-boots-cross-herald-square,"https://www.artic.edu/iiif/2/7130ddc3-575c-7acc-9abb-5f760bc82b90/full/600,/0/default.jpg",Eleanor Antin,1970
327,"Sequel, 1967/68",1972,https://www.artic.edu/artworks/146910/sequel,"https://www.artic.edu/iiif/2/f658ad41-fc62-4575-03ea-506896149280/full/600,/0/default.jpg",Eva Hesse,1960
328,"Hillside #2, 1961",1972,https://www.artic.edu/artworks/19891/hillside-2,"https://www.artic.edu/iiif/2/0d0d8429-f42e-425f-1ac3-4c221e6fcb2a/full/600,/0/default.jpg",George Joji Miyasaki,1960
329,"Naomi Campbell, New York, July 13, 1994, printed April/May 1996",1972,https://www.artic.edu/artworks/157086/naomi-campbell-new-york,"https://www.artic.edu/iiif/2/1b2593dd-6cd8-cb08-7b77-05764f1bbbc0/full/600,/0/default.jpg",Irving Penn,1990
330,"Abstract Painting, 1960-65, 1960/65",1972,https://www.artic.edu/artworks/146990/abstract-painting-1960-65,"https://www.artic.edu/iiif/2/e6e34aa0-a5e4-f727-2f3c-64d7d9b9a375/full/600,/0/default.jpg",Ad Reinhardt,1960
331,"42, Rue Blomet, 1977",1972,https://www.artic.edu/artworks/53477/42-rue-blomet,"https://www.artic.edu/iiif/2/382b7234-d877-b0ae-cb13-c5c04f1a2c65/full/600,/0/default.jpg",Joan Miró,1970
332,"Untitled #92, 1981",1972,https://www.artic.edu/artworks/229389/untitled-92,"https://www.artic.edu/iiif/2/265cf372-53bb-8b66-2f3c-388f23ae4e26/full/600,/0/default.jpg",Cindy Sherman,1980
333,"Untitled, 1962",1962,https://www.artic.edu/artworks/20456/untitled,"https://www.artic.edu/iiif/2/28b416e1-8594-c755-3af2-ebf3eaaca457/full/600,/0/default.jpg",Charles Swedlund,1960
334,"“Dubrovnik, Croatia, July 16, 1996,” from Beach Portraits, 1996",1972,https://www.artic.edu/artworks/180805/dubrovnik-croatia-july-16-1996-from-beach-portraits,"https://www.artic.edu/iiif/2/f36baf13-7043-d6a1-e591-4556ce9bea14/full/600,/0/default.jpg",Rineke Dijkstra,1990
335,"Still Life with Glass Under the Lamp, March 19, 1962, published 1963",1972,https://www.artic.edu/artworks/22667/still-life-with-glass-under-the-lamp,"https://www.artic.edu/iiif/2/9e89df22-5c86-fd6c-aa8f-77bb5737400b/full/600,/0/default.jpg",Pablo Picasso,1960
336,"Sunday, 1961",1961,https://www.artic.edu/artworks/19758/sunday,"https://www.artic.edu/iiif/2/fef8a051-ba37-e062-7f67-01cf5910a366/full/600,/0/default.jpg",Matsumi Kanemitsu,1960
337,"Untitled, 1969",1969,https://www.artic.edu/artworks/229371/untitled,"https://www.artic.edu/iiif/2/e3d04f27-7de4-653e-ce68-81a87561af5a/full/600,/0/default.jpg",Cy Twombly,1960
338,"Wedding Ensemble for a Bride (Umtshakazi), 1950s",1972,https://www.artic.edu/artworks/151361/wedding-ensemble-for-a-bride-umtshakazi,"https://www.artic.edu/iiif/2/19b30a92-c818-ea01-6467-c39d267686c8/full/600,/0/default.jpg",Thembu,1950
339,"Pavilion, 1953",1953,https://www.artic.edu/artworks/99779/pavilion,"https://www.artic.edu/iiif/2/f901bf63-bdab-1112-320d-ae55305cdf22/full/600,/0/default.jpg",Joseph Cornell,1950
340,"The Order of the Angels (Die Ordnung der Engel), 1983/84",1972,https://www.artic.edu/artworks/104086/the-order-of-the-angels-die-ordnung-der-engel,"https://www.artic.edu/iiif/2/425f8134-04f6-fb0f-2177-fc3adc7d9c67/full/600,/0/default.jpg",Anselm Kiefer,1980
341,"McCormick Place: Perspective View Looking toward Lake, c. 1969",1969,https://www.artic.edu/artworks/111424/mccormick-place-perspective-view-looking-toward-lake,"https://www.artic.edu/iiif/2/f6e902e4-227f-53f4-da7e-3eb9f5d9776e/full/600,/0/default.jpg",C. F. Murphy Associates,1960
342,"Dacha/Staff Building, Gesundheit! Institute, Hillsboro, West Virginia, from the series “Sweet Earth: Experimental Utopias in America”, April 2004",2004,https://www.artic.edu/artworks/186131/dacha-staff-building-gesundheit-institute-hillsboro-west-virginia-from-the-series-sweet-earth-experimental-utopias-in-america,"https://www.artic.edu/iiif/2/e00abfa7-0a33-f747-7d8a-20227e13f866/full/600,/0/default.jpg",Joel Sternfeld,2000
343,"Growing City, 1956",1956,https://www.artic.edu/artworks/7030/growing-city,"https://www.artic.edu/iiif/2/4c9a8fcd-afbf-b229-27fc-37ed46a0afe2/full/600,/0/default.jpg",Eleanor Coen,1950
344,"Flowers (Blumen), 1993",1993,https://www.artic.edu/artworks/147001/flowers-blumen,"https://www.artic.edu/iiif/2/57742936-071c-1851-fa58-eb7b99b943d9/full/600,/0/default.jpg",Gerhard Richter,1990
345,"Little Landscape at the Seaside (Kleine Landschaft am Meer), 1969",1969,https://www.artic.edu/artworks/146998/little-landscape-at-the-seaside-kleine-landschaft-am-meer,"https://www.artic.edu/iiif/2/9cfecb3d-7496-1b54-5650-25876a5decfe/full/600,/0/default.jpg",Gerhard Richter,1960
346,"3 Chanel Products, New York, 1968, printed 1992",1972,https://www.artic.edu/artworks/144846/3-chanel-products-new-york,"https://www.artic.edu/iiif/2/a0c018a8-ed34-0ec2-f267-b7d78ae53ebc/full/600,/0/default.jpg",Irving Penn,1960
